Term (N-Gramm);S;tf;df;idf;tf-idf*;tf/S;df/S;(tf*df)/S^2
analog;3004;633;93;1,5092169797782;955,334348199598;0,2107190412782956058588548602;0,0309587217043941411451398136;0,0065235921567514951214625506
analysis;3004;306;81;1,56921490945348;480,179762292765;0,1018641810918774966711051931;0,026964047936085219707057257;0,002746670661931450476151638
analyze;3004;488;112;1,42848190566195;697,099169963031;0,162450066577896138482023968;0,0372836218375499334221038615;0,0060567268497750890512605474
angle;3004;3048;463;0,812118937314178;2475,33852093361;1,0146471371504660452729693742;0,1541278295605858854860186418;0,1563853610188634417314862917
angular;3004;549;78;1,58560532564165;870,497323777266;0,182756324900133155792276964;0,0259653794940079893475366178;0,0047453373309621791450724378
annular;3004;549;68;1,64519101562589;903,209867578616;0,182756324900133155792276964;0,0226364846870838881491344874;0,004136960750069592075191356
antenna;3004;116;24;2,09748868662052;243,308687647981;0,0386151797603195739014647137;0,0079893475366178428761651132;0,0003085100912941643720489857
apart;3004;229;94;1,50457207473243;344,547005113727;0,0762316910785619174434087883;0,0312916111850865512649800266;0,0023854124372119907588816332
aperture;3004;2338;252;1,07629938755059;2516,38796809327;0,7782956058588548601864181092;0,0838881491344873501997336884;0,0652897778550038031847461263
apparatus;3004;8105;744;0,606126992786252;4912,65927653257;2,6980692410119840213049267643;0,2476697736351531291611185087;0,6682301981734074939583440455
apply;3004;1691;428;0,846256159318959;1431,01916540836;0,5629161118508655126498002663;0,1424766977363515312916111851;0,080202428719098015783659958
area;3004;6660;589;0,707584633545029;4712,51365940989;2,2170439414114513981358189081;0,196071904127829560585885486;0,4347000271276114758661775422
arrange;3004;2870;637;0,67356049599678;1933,11862351076;0,9553928095872170439414114514;0,2120505992010652463382157124;0,2025916177453586075201994323
arrangement;3004;618;112;1,42848190566195;882,801817699084;0,2057256990679094540612516644;0,0372836218375499334221038615;0,0076701991663135349050799555
array;3004;2707;282;1,02745082001277;2781,30936977457;0,9011318242343541944074567244;0,0938748335552596537949400799;0,084593600011347497610819839
articulate;3004;257;13;2,36375657602529;607,485440038501;0,0855525965379494007989347537;0,0043275632490013315579227696;0,0003702342726342683789567749
aspect;3004;262;66;1,65815599279026;434,436870111049;0,0872170439414114513981358189;0,0219707057256990679094540613;0,0019162200067021157763904674
aspheric;3004;154;37;1,90949820426514;294,062723456831;0,0512649800266311584553928096;0,0123169107856191744340878828;0,0006314261854145648677927876
assembly;3004;3158;260;1,06272658036131;3356,09054078103;1,0512649800266311584553928096;0,0865512649800266311584553928;0,0909883138505073572564587651
assign;3004;445;78;1,58560532564165;705,594369910534;0,1481358189081225033288948069;0,0259653794940079893475366178;0,0038464027546050450265159104
assist;3004;213;27;2,04633616417314;435,86960296888;0,0709054593874833555259653795;0,0089880159786950732356857523;0,0006372994019514149797606742
associate;3004;1977;393;0,883307377956704;1746,2986862204;0,6581225033288948069241011984;0,1308255659121171770972037284;0,0860992489375018838619080463
association;3004;177;57;1,72182507265964;304,763037860756;0,0589214380825565912117177097;0,0189747003994673768308921438;0,0011180166347222788612076929
attach;3004;2107;459;0,81588724279487;1719,07442056879;0,7013981358189081225033288948;0,1527962716378162450066577896;0,1071710200868438176528055801
attachment;3004;632;99;1,48206473373458;936,664911720255;0,2103861517976031957390146471;0,0329560585885486018641810919;0,00693349834486109067182505
attribute;3004;174;22;2,13527724750992;371,538241066727;0,0579227696404793608521970706;0,0073235685752330226364846871;0,0004242013755294760115673554
audio;3004;683;69;1,63885083759488;1119,3351220773;0,2273635153129161118508655126;0,0229693741677762982689747004;0,0052223976553233061643507724
auto;3004;324;63;1,67835937887855;543,78843875665;0,107856191744340878828229028;0,0209720372836218375499334221;0,0022619640745317827450660548
autofocus;3004;535;76;1,59688633605134;854,334189787466;0,1780958721704394141145139814;0,0252996005326231691078561917;0,0045057544224212368417786493
automatic;3004;557;131;1,36042863267637;757,758748400736;0,1854194407456724367509986684;0,0436085219707057256990679095;0,0080858677555536249049203813
auxiliary;3004;472;45;1,82448741455679;861,158059670803;0,1571238348868175765645805593;0,0149800266311584553928095872;0,0023537192309942712867530377
average;3004;942;145;1,31633192609716;1239,98467438352;0,3135818908122503328894806924;0,0482689747003994673768308921;0,0151362763541199395036533623
axial;3004;557;90;1,52345741889281;848,565782323293;0,1854194407456724367509986684;0,0299600532623169107856191744;0,0055551763206093606217010254
axis;3004;5660;669;0,652273810564308;3691,86976779398;1,8841544607190412782956058589;0,22270306258322237017310253;0,4196069687819702447336086284
balance;3004;603;95;1,49997632304328;904,485722795099;0,2007323568575233022636484687;0,0316245006657789613848202397;0,0063480605530841257373657139
ball;3004;296;50;1,77872992399611;526,504057502849;0,0985352862849533954727030626;0,0166444740346205059920106525;0,0016400680140638048514098379
band;3004;687;63;1,67835937887855;1153,03289328956;0,2286950732356857523302263648;0,0209720372836218375499334221;0,0047962016024794282279641348
barrel;3004;3286;243;1,09209365473382;3588,61974945533;1,0938748335552596537949400799;0,080892143808255659121171771;0,0884858803441837869081792408
barrier;3004;562;39;1,88663532130563;1060,28905057376;0,1870838881491344873501997337;0,0129826897470039946737683089;0,0024288520765034104549460019
base;3004;9751;1344;0,349300659614324;3406,03073189928;3,2460053262316910785619174434;0,4474034620505992010652463382;1,4522740207907432788239737164
basis;3004;831;199;1,17884685192242;979,621733947534;0,2766311584553928095872170439;0,0662450066577896138482023968;0,0183254329336295503022157762
battery;3004;681;93;1,5092169797782;1027,77676322895;0,2266977363515312916111850866;0,0309587217043941411451398136;0,007018272130723172476644545
beam;3004;1997;147;1,31038259358395;2616,83403938716;0,6647802929427430093209054594;0,0489347536617842876165113182;0,0325308598743619248902040954
bearing;3004;286;50;1,77872992399611;508,716758262888;0,0952063914780292942743009321;0,0166444740346205059920106525;0,0015846603108859736064297758
become;3004;301;113;1,42462148484871;428,811066939462;0,1001997336884154460719041278;0,0376165113182423435419440746;0,0037691644163751482710137039
bias;3004;572;88;1,53321725618196;877,000270536082;0,1904127829560585885486018642;0,0292942743009320905459387483;0,0055780042943186270946328109
blade;3004;486;29;2,01530193043317;979,436738190523;0,1617842876165113182423435419;0,0096537949400798934753661784;0,0015618323371767071334979903
block;3004;1414;186;1,20818698411421;1708,3763955375;0,4707057256990679094540612517;0,0619174434087882822902796272;0,0291448951331646575094725009
blue;3004;296;79;1,58007283704169;467,70155976434;0,0985352862849533954727030626;0,0262982689747003994673768309;0,0025913074622208116652275439
blur;3004;1408;95;1,49997632304328;2111,96666284494;0,4687083888149134487350199734;0,0316245006657789613848202397;0,0148226687541334146570662109
board;3004;1631;189;1,20123812415889;1959,21938050314;0,5429427430093209054593874834;0,0629161118508655126498002663;0,0341598463477901634926179209
bobbin;3004;34;2;3,17666993266815;108,006777710717;0,0113182423435419440745672437;0,0006657789613848202396804261;0,0000075354476321850493172884
body;3004;5289;454;0,820644075475027;4340,38651518742;1,7606524633821571238348868176;0,1511318242343541944074567244;0,2660906186336549048671899518
bond;3004;324;66;1,65815599279026;537,242541664045;0,107856191744340878828229028;0,0219707057256990679094540613;0,0023696766495094866853072956
bottom;3004;1080;219;1,13725581349201;1228,23627857137;0,3595206391478029294274300932;0,0729027962716378162450066578;0,026210059911241292125368572
boundary;3004;263;64;1,67151995434824;439,609747993588;0,087549933422103861517976032;0,0213049267643142476697736352;0,0018652449197785110310088103
bracket;3004;702;49;1,78750384830362;1254,82770150914;0,2336884154460719041278295606;0,0163115845539280958721704394;0,0038118283478220783296483517
brake;3004;107;7;2,63260188831787;281,688402050012;0,0356191744340878828229027963;0,0023302263648468708388814913;0,000083000739360391204980133
brightness;3004;1146;148;1,30743821293717;1498,324192026;0,3814913448735019973368841545;0,0492676431424766977363515313;0,0187951794411712035971567426
buffer;3004;484;65;1,66478657168928;805,756700697609;0,1611185086551264980026631158;0,0216378162450066577896138482;0,0034862526839491419341455068
button;3004;865;148;1,30743821293717;1130,93405419065;0,2879494007989347536617842876;0,0492676431424766977363515313;0,0141865883216519119646950981
cable;3004;453;81;1,56921490945348;710,854353982427;0,1507989347536617842876165113;0,026964047936085219707057257;0,0040661497054083237441068367
calculate;3004;2959;380;0,897916331715321;2656,93442554563;0,9850199733688415446071904128;0,1264980026631158455392809587;0,1246030592144340169609628352
calculation;3004;726;113;1,42462148484871;1034,27519800016;0,2416777629826897470039946738;0,0376165113182423435419440746;0,0090910743066058393513486678
calibrate;3004;421;85;1,54828100261784;651,82630210211;0,1401464713715046604527296937;0,0282956058588548601864181092;0,0039655293164373822032230439
calibration;3004;1216;102;1,46909975657021;1786,42530398938;0,4047936085219707057256990679;0,033954727030625832223701731;0,0137446564811055299547341228
candidate;3004;460;34;1,94622101128988;895,261665193343;0,1531291611185086551264980027;0,0113182423435419440745672437;0,0017331529554025613429763422
capacitor;3004;378;42;1,85445063793423;700,982341139139;0,1258322237017310252996005326;0,0139813581890812250332889481;0,0017593053913024976906069315
capsule;3004;253;10;2,47769992833213;626,858081868029;0,0842210386151797603195739015;0,0033288948069241011984021305;0,0002803629780798260995991142
capture;3004;8881;897;0,524907485288039;4661,70337684307;2,9563914780292942743009320905;0,2986018641810918774966711052;0,8827840065886408002822690031
card;3004;457;67;1,6516251256313;754,792682413506;0,1521304926764314247669773635;0,0223035952063914780292942743;0,0033930569272040297800890424
carriage;3004;175;11;2,43630724317391;426,353767555433;0,0582556591211717709720372836;0,0036617842876165113182423435;0,0002133196572346502931732391
carrier;3004;544;53;1,75342405873134;953,86268794985;0,1810918774966711051930758988;0,0176431424766977363515312916;0,0031950297960464609105303005
carry;3004;747;223;1,12939506528397;843,658113767126;0,2486684420772303595206391478;0,07423435419440745672436751;0,0184597412061326132400474467
case;3004;1037;179;1,22484689735224;1270,16623255427;0,3452063914780292942743009321;0,0595872170439414114513981358;0,0205698881739571383738681314
casing;3004;360;53;1,75342405873134;631,232661143283;0,1198402130492676431424766977;0,0176431424766977363515312916;0,0021143579532660403084391694
cavity;3004;492;87;1,53818067571351;756,784892451048;0,1637816245006657789613848202;0,0289613848202396804260985353;0,0047433426536477772202531556
cell;3004;703;63;1,67835937887855;1179,88664335162;0,2340213049267643142476697736;0,0209720372836218375499334221;0,00490790353208593601784394
cement;3004;241;34;1,94622101128988;469,03926372086;0,0802263648468708388814913449;0,0113182423435419440745672437;0,0009080214396782984427332576
center;3004;1866;370;0,909498204265136;1697,12364915874;0,6211717709720372836218375499;0,1231691078561917443408788282;0,0765091728560764963182689392
chain;3004;58;7;2,63260188831787;152,690909522437;0,0193075898801597869507323569;0,0023302263648468708388814913;0,0000449910549803989709238104
chamber;3004;336;45;1,82448741455679;613,02777129108;0,1118508655126498002663115846;0,0149800266311584553928095872;0,0016755289440976168481970777
change;3004;2661;526;0,756714184178392;2013,6164440987;0,8858189081225033288948069241;0,1750998668442077230359520639;0,1551067728603318079223263789
changing;3004;864;245;1,0885338439676;940,493241188005;0,2876165113182423435419440746;0,0815579227696404793608521971;0,0234574052173666358747590873
channel;3004;966;120;1,39851868228451;1350,96904708683;0,3215712383488681757656458056;0,0399467376830892143808255659;0,0128457219047483958361775954
character;3004;804;53;1,75342405873134;1409,75294322;0,2676431424766977363515312916;0,0176431424766977363515312916;0,0047220660956274900221808117
characteristic;3004;1297;172;1,24217148142458;1611,09641140768;0,4317576564580559254327563249;0,0572569906790945406125166445;0,0247211441114466109102643435
characterize;3004;420;66;1,65815599279026;696,42551697191;0,1398135818908122503328894807;0,0219707057256990679094540613;0,0030718030641789642216946424
charge;3004;1441;154;1,29017920749567;1859,14823800126;0,479693741677762982689747004;0,0512649800266311584553928096;0,0245914900860104857970109982
chassis;3004;216;18;2,22242742322882;480,044323417426;0,0719041278295605858854860186;0,0059920106524633821571238349;0,0004308502999108157609649628
chip;3004;1138;89;1,52830992168722;1739,21669088005;0,3788282290279627163781624501;0,0296271637816245006657789614;0,0112236059865142083081412976
circle;3004;181;42;1,85445063793423;335,655565466096;0,0602529960053262316910785619;0,0139813581890812250332889481;0,000842418719115746248676864
circuit;3004;4535;447;0,827392405200194;3752,22455758288;1,5096537949400798934753661784;0,148801597869507323568575233;0,2246388969168494382102159393
circuitry;3004;382;74;1,60846820860115;614,434855685641;0,1271637816245006657789613848;0,0246338215712383488681757656;0,0031325299068618672661927904
circular;3004;256;68;1,64519101562589;421,168900000229;0,0852197070572569906790945406;0,0226364846870838881491344874;0,0019290745938393726252258418
circumferential;3004;370;78;1,58560532564165;586,673970487411;0,1231691078561917443408788282;0,0259653794940079893475366178;0,003198132627424419460249184
clamp;3004;472;55;1,73733723883789;820,023176731482;0,1571238348868175765645805593;0,0183089214380825565912117177;0,0028767679489929982393648238
classify;3004;167;38;1,89791633171532;316,952027396459;0,0555925432756324900133155792;0,0126498002663115845539280959;0,0007032345687330341612869481
cleaning;3004;202;11;2,43630724317391;492,134063121129;0,067243675099866844207723036;0,0036617842876165113182423435;0,0002462318329222820526913959
client;3004;251;15;2,30160866927645;577,703775988389;0,0835552596537949400798934754;0,0049933422103861517976031957;0,0004172200049290692746998676
clip;3004;199;30;2,00057867361247;398,115156048881;0,0662450066577896138482023968;0,0099866844207723035952063915;0,0006615679759433050650619414
clock;3004;702;59;1,70684791668999;1198,20723751637;0,2336884154460719041278295606;0,0196404793608521970705725699;0,0045897525004388290091684235
close;3004;1318;327;0,963152175671845;1269,43456753549;0,4387483355525965379494007989;0,1088548601864181091877496671;0,0477598887236015538979540816
cluster;3004;148;14;2,33157189265389;345,072640112776;0,0492676431424766977363515313;0,0046604527296937416777629827;0,0002296095219689326791973773
coat;3004;289;52;1,76169658469733;509,130312977529;0,0962050599201065246338215712;0,0173102529960053262316910786;0,0016653339267128958991207462
code;3004;1508;154;1,29017920749567;1945,59024490347;0,5019973368841544607190412783;0,0512649800266311584553928096;0,0257348834487882113684195595
coefficient;3004;592;68;1,64519101562589;973,95308125053;0,1970705725699067909454061252;0,0226364846870838881491344874;0,0044609849982535491958347592
coil;3004;1217;109;1,44027343039151;1752,81276478646;0,405126498002663115845539281;0,0362849533954727030625832224;0,0146999960992976962806803534
collect;3004;296;63;1,67835937887855;496,794376148051;0,0985352862849533954727030626;0,0209720372836218375499334221;0,0020664856977203941127763958
color;3004;4524;378;0,900208128494905;4072,54157331095;1,5059920106524633821571238349;0,1258322237017310252996005326;0,1895023235774404655310894839
column;3004;996;109;1,44027343039151;1434,51233666994;0,3315579227696404793608521971;0,0362849533954727030625832224;0,0120305637755961425600309219
combination;3004;591;186;1,20818698411421;714,038507611501;0,1967376830892143808255659121;0,0619174434087882822902796272;0,0121814943590525548713566111
combine;3004;875;194;1,1898981984019;1041,16092360167;0,2912782956058588548601864181;0,0645805592543275632490013316;0,0188109152288737076707310803
command;3004;1122;149;1,30451365991986;1463,66432643008;0,3735019973368841544607190413;0,0496005326231691078561917443;0,0185258980037269437465536409
communicate;3004;645;208;1,15963659336937;747,965602723243;0,2147137150466045272969374168;0,0692410119840213049267643142;0,0148669949166756796530502605
communication;3004;2507;340;0,946221011289876;2372,17607530372;0,8345539280958721704394141145;0,1131824234354194407456724368;0,0944568360694395931922106521
communications;3004;323;56;1,72951190132593;558,632344128275;0,1075233022636484687083888149;0,0186418109187749667110519308;0,0020044290701612231183987262
compact;3004;177;56;1,72951190132593;306,12360653469;0,0589214380825565912117177097;0,0186418109187749667110519308;0,0010984023077973266004847509
comparator;3004;300;34;1,94622101128988;583,866303386963;0,0998668442077230359520639148;0,0113182423435419440745672437;0,0011303171448277573975932667
compare;3004;990;298;1,00348366425588;993,448827613317;0,3295605858854860186418109188;0,0992010652463382157123834887;0,0326927611830475477880358368
comparison;3004;480;128;1,37048995868426;657,835180168446;0,1597869507323568575233022636;0,0426098535286284953395472703;0,0068084985664919033831500299
compartment;3004;116;17;2,24725100695386;260,681116806647;0,0386151797603195739014647137;0,0056591211717709720372836218;0,0002185279813333664302013649
compensate;3004;372;99;1,48206473373458;551,328080949264;0,1238348868175765645805592543;0,0329560585885486018641810919;0,0040811097852663381802514535
compensation;3004;441;61;1,69237009332136;746,335211154721;0,1468042609853528628495339547;0,020306258322237017310252996;0,0029810452463736766424173007
complete;3004;269;100;1,47769992833213;397,501280721343;0,0895472703062583222370173103;0,0332889480692410119840213049;0,0029809344309673209799273406
component;3004;3169;320;0,972549950012225;3082,01079158874;1,0549267643142476697736351531;0,1065246338215712383488681758;0,1123756872771502178187627327
compose;3004;320;91;1,51865853601104;485,970731523532;0,1065246338215712383488681758;0,0302929427430093209054593875;0,0032269446330768917076388162
composite;3004;472;78;1,58560532564165;748,405713702859;0,1571238348868175765645805593;0,0259653794940079893475366178;0,004079780000390070230371932
composition;3004;166;27;2,04633616417314;339,691803252742;0,0552596537949400798934753662;0,0089880159786950732356857523;0,0004966746512860792800012766
compound;3004;98;25;2,07975991966009;203,816472126689;0,0326231691078561917443408788;0,0083222370173102529960053262;0,0002714977455713731004023043
compress;3004;477;92;1,51391210098658;722,136072170597;0,1587882822902796271637816245;0,0306258322237017310252996005;0,0048630232925118927094100897
compression;3004;1000;97;1,49092819406589;1490,92819406589;0,3328894806924101198402130493;0,0322902796271637816245006658;0,0107490944164992615261320459
compute;3004;1127;143;1,32236389086707;1490,30410500719;0,3751664447403462050599201065;0,047603195739014647137150466;0,0178591217036849225444635736
computer;3004;2224;442;0,832277658983039;1850,98551357828;0,7403462050599201065246338216;0,1471371504660452729693741678;0,108932430970867072930721754
concave;3004;442;84;1,55342064227025;686,61192388345;0,1471371504660452729693741678;0,0279627163781624500665778961;0,0041143544071730369272394907
condition;3004;2357;293;1,01083230797802;2382,5317499042;0,7846205059920106524633821571;0,0975366178428761651131824234;0,0765292304446268712289517217
conditional;3004;212;21;2,15548063359821;456,961894322821;0,0705725699067909454061251664;0,006990679094540612516644474;0,0004933501890954094053024729
conductive;3004;496;70;1,63260188831787;809,770536605665;0,1651131824234354194407456724;0,0233022636484687083888149134;0,0038475109086686016514155117
conductivity;3004;291;35;1,93363188398185;562,68687823872;0,0968708388814913448735019973;0,0116511318242343541944074567;0,0011286549137324224602438648
conductor;3004;144;21;2,15548063359821;310,389211238142;0,0479360852197070572569906791;0,006990679094540612516644474;0,0003351057888195233696394155
configuration;3004;539;130;1,36375657602529;735,064794477633;0,1794274300932090545938748336;0,0432756324900133155792276964;0,0077648355233412706715059016
configure;3004;7543;990;0,482064733734581;3636,21428655994;2,5109853528628495339547270306;0,3295605858854860186418109188;0,827521804039354540151524554
connect;3004;4881;839;0,55393796750343;2703,77121938424;1,6248335552596537949400798935;0,2792942743009320905459387483;0,453806708676048446722612194
connection;3004;1129;203;1,17020389041892;1321,16019228296;0,3758322237017310252996005326;0,067576564580559254327563249;0,0253974505364352190864909814
connector;3004;841;92;1,51391210098658;1273,20007692971;0,2799600532623169107856191744;0,0306258322237017310252996005;0,0085740096205503181731947284
consist;3004;630;201;1,17450387091164;739,937438674334;0,209720372836218375499334221;0,0669107856191744340878828229;0,0140325549068175411036505254
constant;3004;312;96;1,49542869529256;466,573752931279;0,1038615179760319573901464714;0,0319573901464713715046604527;0,0033191430511648028992856396
constitute;3004;381;147;1,31038259358395;499,255768155487;0,1268308921438082556591211718;0,0489347536617842876165113182;0,0062064384637615890751966752
construct;3004;219;85;1,54828100261784;339,073539573307;0,0729027962716378162450066578;0,0282956058588548601864181092;0,0020628287893106572506077117
contact;3004;1710;332;0,956561844628094;1635,72075431404;0,5692410119840213049267643142;0,1105193075898801597869507324;0,0629121224962367088001617018
container;3004;382;25;2,07975991966009;794,468289310155;0,1271637816245006657789613848;0,0083222370173102529960053262;0,001058287130696576779119186
content;3004;396;72;1,62036743190086;641,665503032741;0,1318242343541944074567243675;0,0239680426098535286284953395;0,0031595688660126489137430607
context;3004;43;6;2,69954867794849;116,080593151785;0,0143142476697736351531291611;0,0019973368841544607190412783;0,000028590374839760922409712
continuous;3004;371;106;1,45239406306736;538,838197397991;0,1235019973368841544607190413;0,0352862849533954727030625832;0,0043579266703427830801718437
continuously;3004;335;108;1,44427617284518;483,832517903136;0,1115179760319573901464713715;0,0359520639147802929427430093;0,004009301401947868886757293
contour;3004;134;39;1,88663532130563;252,809133054955;0,0446071904127829560585885486;0,0129826897470039946737683089;0,000579121313614692172531609
contrast;3004;488;103;1,46486270362696;714,852999369956;0,162450066577896138482023968;0,0342876165113182423435419441;0,005570025585061019395355682
control;3004;13680;1237;0,38533022870301;5271,31752865718;4,553928095872170439414114514;0,4117842876165113182423435419;1,8752360368155375611036150645
controller;3004;2434;347;0,937370453541257;2281,55968391942;0,8102529960053262316910785619;0,1155126498002663115845539281;0,0935944705771798276953409657
conversion;3004;1727;218;1,13924343472753;1967,47341177444;0,5749001331557922769640479361;0,0725699067909454061251664447;0,0417204490772179481951273136
convert;3004;1726;439;0,835235408090009;1441,61631436336;0,574567243675099866844207723;0,1461384820239680426098535286;0,0839663848113744479176455361
converter;3004;400;73;1,61437706821167;645,75082728467;0,1331557922769640479360852197;0,0243009320905459387483355526;0,0032358098655853447068356262
convex;3004;490;90;1,52345741889281;746,494135257475;0,1631158455392809587217043941;0,0299600532623169107856191744;0,0048869594202847158072414765
coordinate;3004;1856;165;1,26021598411822;2338,96086652342;0,6178428761651131824234354194;0,0549267643142476697736351531;0,0339361100423580809253884302
core;3004;220;27;2,04633616417314;450,193956118092;0,0732356857523302263648468708;0,0089880159786950732356857523;0,0006582435137526351903631377
corner;3004;238;64;1,67151995434824;397,821749134882;0,0792276964047936085219707057;0,0213049267643142476697736352;0,0016879402696094510470726116
correct;3004;1985;281;1,02899360842705;2042,5523127277;0,6607856191744340878828229028;0,0935419440745672436750998668;0,0618111714340932019624078681
correction;3004;2740;245;1,0885338439676;2982,58273247122;0,912117177097203728362183755;0,0815579227696404793608521971;0,0743903822865562295102313648
correlate;3004;300;70;1,63260188831787;489,780566495362;0,0998668442077230359520639148;0,0233022636484687083888149134;0,0023271235334689122891626079
correlation;3004;196;44;1,83424725184594;359,512461361805;0,0652463382157123834886817577;0,0146471371504660452729693742;0,000955672064411233313416111
correspondence;3004;300;80;1,57460994134019;472,382982402056;0,0998668442077230359520639148;0,0266311584553928095872170439;0,0026595697525358997590429804
count;3004;431;50;1,77872992399611;766,632597242324;0,1434753661784287616511318242;0,0166444740346205059920106525;0,0023880720069645266586406762
